Name	Count
Finlands svenska nykterhetsförbunds förlag,	   6
Föreningen för bekämpandet af tuberkulosen,	   6
Föreningen för främjande af allmännyttig byggnadsverksamhet,	   6
Frälsningsarméns högkvarter,	   6
Frams byrå,	   6
Frenckellska Tryckeri-Aktiebolaget,	   6
G. O. Wasenius,	   6
G. W. Edlund'in kustannuksella,	   6
Glavnoe Gidrografičeskoe Upravlenie,	   6
Gleerup,	   6
Haeggström,	   6
Harald,	   6
Helin,	   6
Helsingfors Stads Gasverk,	   6
Helsingfors Velocipedklubb,	   6
Helsingin kaupungin kaasulaitos,	   6
Helsingin kaupunginvaltuuston työväenasiain lautakunta,	   6
Hinrichssche Buchhandlung,	   6
Hissa,	   6
Hufvudstadsblad'in kirjapaino :|Holm,	   6
Internat. Traktat- o. missionsföreningen,	   6
Internationella Traktat- och missionsföreningen,	   6
J. C. Frenckell ja poika,	   6
J. H. Tuhkanen,	   6
J. Jernström,	   6
J. Klockars' bokhandel,	   6
J. Länkeläs förlag,	   6
J. Simelius,	   6
Jaakko Hissa,	   6
K. F. U. M.,	   6
Kalenteri,	   6
Kalle Kaukoranta,	   6
Karjalan kp.-o.y.,	   6
Kauppakirjapaino,	   6
Keski-Suomen maanviljelysseura,	   6
Kristillinen liikemiestoiminta,	   6
Kustannus-o.y. Helios,	   6
Kustannusliike Kullervo,	   6
