melinda_id;original;cleaned;converted;udk_count
000129922;796/799;796/799;Liikunta. Urheilu. Voimistelu. Liikuntavälineet. Urheiluvälineet. Retkeily;1
000130016;796;796;Urheilu. Kisat. Liikunta;1
000130098;948.0;948.0;Suomen historia;1
000130885;53;53;Fysiikka;1
000130887;894.541;894.541;Suomenkielinen kirjallisuus;1
000130949;;NA;NA;0
000130964;894.541|398.22;894.541;398.22;Suomenkielinen kirjallisuus;Undetermined;2
000130966;;NA;NA;0
000131073;517.54|571.54;517.54;571.54;Undetermined;Undetermined;2
000131237;;NA;NA;0
000131356;;NA;NA;0
000131512;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000131551;;NA;NA;0
000131552;;NA;NA;0
000131710;;NA;NA;0
000131711;621.773;621.773;Undetermined;1
000131883;;NA;NA;0
000132000;;NA;NA;0
000132089;894.541;894.541;Suomenkielinen kirjallisuus;1
000132593;342|323.17|947.083|948.0.07;342;323.17;947.083;948.0.07;Julkisoikeus. Valtio-oikeus. Valtiosääntöoikeus. Perusoikeudet. Kansalaisoikeudet. Ihmisoikeudet ;Undetermined;Undetermined;Undetermined;4
000132780;323.1;323.1;Kansallisuusliikkeet. Kansallisuuskysymykset. Kansalliset vähemmistöt;1
000133732;830|830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000134262;616.936|616.9|616;616.936;616.9;616;Undetermined;Tartuntataudit. Infektiotaudit, kuumetaudit;Patologia. Tautioppi;3
000134318;355/359|908 Viipuri;355/359;908;Sotataito. Sotatiede. Maanpuolustus;Paikallishistoriat. Kotiseutu ;2
000134640;;NA;NA;0
000135103;;NA;NA;0
000135169;657.1;657.1;Undetermined;1
000135174;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000135314;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000135606;72|24|262.2|726.5;72;24;262.2;726.5;Arkkitehtuuri. Rakennustaide;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;Undetermined;Undetermined;4
000135792;839.7|839.7|839.79|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
000135825;396;396;Undetermined;1
000136138;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000136161;78|78;78;Musiikki - kansanmusiikki: 78 ja 39 ;1
000136179;839.79|839.79|839.79|929 Frese;839.79;929;Suomenruotsalainen kirjallisuus;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;2
000136220;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136245;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136302;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136305;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136448;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136450;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136454;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136458;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136566;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136860;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136870;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136904;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000136907;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000137261;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000137357;;NA;NA;0
000137392;;NA;NA;0
000137414;82.085|839.79;82.085;839.79;Undetermined;Suomenruotsalainen kirjallisuus;2
000138701;;NA;NA;0
000138930;839.8|910.4;839.8;910.4;Tanskankielinen kirjallisuus;Tutkimusmatkat;2
000139703;;NA;NA;0
000140485;910.4|915.694;910.4;915.694;Tutkimusmatkat;Undetermined;2
000141652;;NA;NA;0
000141945;948.0;948.0;Suomen historia;1
000141993;;NA;NA;0
000142398;894.541;894.541;Suomenkielinen kirjallisuus;1
000142978;914|940|57;914;940;57;Eurooppa;Euroopan historia;Biologiset tieteet. Biologia;3
000143299;92 Cygnæus|929 Cygnaeus, Fredrik;92æ;929,;Undetermined;Undetermined;2
000144334;839.79|839.7;839.79;839.7;Suomenruotsalainen kirjallisuus;Ruotsinkielinen kirjallisuus;2
000144579;;NA;NA;0
000145577;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000145646;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000145818;;NA;NA;0
000145902;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000145955;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000146015;894.541|839.79;894.541;839.79;Suomenkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
000146080;;NA;NA;0
000146090;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000146091;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000146107;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000146276;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000146466;;NA;NA;0
000146608;;NA;NA;0
000146705;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000146756;894.541;894.541;Suomenkielinen kirjallisuus;1
000146787;;NA;NA;0
000146816;;NA;NA;0
000147005;;NA;NA;0
000147006;141.333|371.4 Steiner;141.333;371.4;Undetermined;Undetermined;2
000147007;;NA;NA;0
000147008;;NA;NA;0
000147124;;NA;NA;0
000147125;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147362;;NA;NA;0
000147369;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147408;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147409;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147418;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147467;839.73;839.73;Undetermined;1
000147469;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147475;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147509;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147593;;NA;NA;0
000147630;839.79|839.7;839.79;839.7;Suomenruotsalainen kirjallisuus;Ruotsinkielinen kirjallisuus;2
000147840;839.79|839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147858;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147889;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147906;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147920;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147922;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147924;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000147929;;NA;NA;0
000148074;;NA;NA;0
000148079;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000148415;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000148615;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000148802;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000148873;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000149264;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000149334;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000149337;;NA;NA;0
000149388;;NA;NA;0
000149396;839.79|839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000149408;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000149430;5;5;Matematiikka. Luonnontieteet;1
000149436;;NA;NA;0
000149446;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000149472;;NA;NA;0
000149494;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000149823;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000150231;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000150272;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000150274;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000150275;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000150518;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000150523;;NA;NA;0
000152864;1|23|378.12|378.4 Helsingin yliopisto|378.4|23|1;1;23;378.12;378.4;Filosofia ;Dogmatiikka;Undetermined;Yliopistot;4
000153918;;NA;NA;0
000153919;;NA;NA;0
000155310;840;840;Ranskankielinen kirjallisuus;1
000156286;347.723|347.7;347.723;347.7;Undetermined;Kauppaoikeus. Yhtiöoikeus. Immateriaalioikeus. Tekijänoikeus;2
000158339;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000158467;;NA;NA;0
000158468;;NA;NA;0
000158469;;NA;NA;0
000158470;;NA;NA;0
000158478;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
000158481;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
000159540;894.541;894.541;Suomenkielinen kirjallisuus;1
000160612;839.8;839.8;Tanskankielinen kirjallisuus;1
000161946;820;820;Englanninkielinen kirjallisuus;1
000162709;839.9;839.9;Undetermined;1
000163158;;NA;NA;0
000164050;;NA;NA;0
000166090;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000166091;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000166270;850|850;850;Italiankielinen kirjallisuus;1
000166492;615|615.11|615.11|615.15;615;615.11;615.15;Farmakologia. Farmasia. Lääkkeet. Lääkeaineet. Toksikologia. Apteekit;Undetermined;Undetermined;3
000166789;;NA;NA;0
000167374;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000167511;;NA;NA;0
000167513;882;882;Venäjänkielinen kirjallisuus;1
000167516;;NA;NA;0
000167518;;NA;NA;0
000167702;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000168000;308|948.0|323.2|948.0.07;308;948.0;323.2;948.0.07;Sosiografia. Yhteiskuntakuvaus;Suomen historia;Väestön ja valtion välinen suhde. Sisäpoliittinen toiminta;Undetermined;4
000168010;;NA;NA;0
000168013;72.01|725.1 Helsinki|725.31Helsinki;72.01;725.1;725.31;Arkkitehtuuriteoria ja -filosofia. Periaatteet suunnittelun, mittasuhteiden, optisten vaikutelmien osalta;Undetermined;Undetermined;3
000168319;820;820;Englanninkielinen kirjallisuus;1
000168484;;NA;NA;0
000168584;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000168585;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000168898;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000170645;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000171182;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000171597;;NA;NA;0
000172564;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000172795;;NA;NA;0
000172797;;NA;NA;0
000173758;347.24;347.24;Undetermined;1
000174524;894.541|894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000175348;342|32;342;32;Julkisoikeus. Valtio-oikeus. Valtiosääntöoikeus. Perusoikeudet. Kansalaisoikeudet. Ihmisoikeudet ;Politiikantutkimus. Valtio-oppi;2
000178064;39|910|39;39;910;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Yleiset kysymykset. Maantiede tieteenä. Tutkimusmatkat. Matkustaminen;2
000178085;;NA;NA;0
000178288;;NA;NA;0
000178383;;NA;NA;0
000179005;548|549|55|551.2/.3|551.7|552;548;549;55;551.2/.3;551.7;552;Undetermined;Mineralogia. Kivennäisaineiden tutkimus;Geologia. Geofysiikka. Geokemia. Seismologia. Glasiaaligeologia. Geomorfologia. Oseanografia. Petrologia. Malmit;Undetermined;Geologiset kaudet. Stratigrafia;Petrologia. Kallioperägeologia;6
000179091;66;66;Kemianteollisuus. Kemian tekniikka;1
000179280;347.453;347.453;Undetermined;1
000179715;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000179724;796/799|914.80;796/799;914.80;Liikunta. Urheilu. Voimistelu. Liikuntavälineet. Urheiluvälineet. Retkeily;Suomi;2
000711764;51;51;Matematiikka;1
000712356;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000712433;66|74|658.62|658.62|666.1;66;74;658.62;666.1;Kemianteollisuus. Kemian tekniikka;Piirustus. Taideteollisuus. Taidekäsityö. Sisustustaide. Lasitaide ;Undetermined;Undetermined;4
000712996;630;630;Metsätalous. Metsänhoito;1
000714305;17;17;Etiikka. Moraali. Käytännöllinen filosofia. Elämäntaito;1
000715676;;NA;NA;0
000719276;;NA;NA;0
000719973;791/792|792|792|792.07|929|929:792;791/792;792;792.07;929;Huvit. Elokuva. Videotaide. Teatteri. Ooppera. Tanssitaide. Baletti. Sirkus ;Teatteri. Näyttämötekniikka. Teatteriesitykset;Undetermined;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;4
000720018;613.8|616;613.8;616;Päihteet. Tupakointi. Alkoholinkäyttö. Huumeiden käyttö. Sukupuolielämä;Patologia. Tautioppi;2
000720336;39|398.94|894.541;39;398.94;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Undetermined;Suomenkielinen kirjallisuus;3
000720348;654;654;Tietoliikenne. Radio. Televisio. Tietoverkot. Internet ;1
018054542;;NA;NA;0
018054593;;NA;NA;0
018054854;22|23;22;23;Raamattu;Dogmatiikka;2
018057524;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
018057529;839.8;839.8;Tanskankielinen kirjallisuus;1
018058856;;NA;NA;0
018058888;;NA;NA;0
018059760;;NA;NA;0
018059840;;NA;NA;0
018059966;;NA;NA;0
018059987;25;25;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;1
018059989;25;25;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;1
018060494;;NA;NA;0
018060913;;NA;NA;0
018063536;929|929 Aspelin-Haapkylä|930.85;929;929-;930.85;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;Undetermined;Sivistyshistoria. Kulttuurihistoria;3
018063576;929ASPELIN-HAAPKYLÄ|930.85;929-;930.85;Undetermined;Sivistyshistoria. Kulttuurihistoria;2
018063644;929|930.85;929;930.85;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;Sivistyshistoria. Kulttuurihistoria;2
018064000;;NA;NA;0
018064013;;NA;NA;0
018064134;;NA;NA;0
018064827;;NA;NA;0
018064855;;NA;NA;0
018069281;;NA;NA;0
018071552;;NA;NA;0
018071554;;NA;NA;0
018071563;;NA;NA;0
018072737;;NA;NA;0
018072743;22.09|243;22.09;243;Undetermined;Lamalaisuus;2
018073420;;NA;NA;0
018073479;;NA;NA;0
018073522;;NA;NA;0
018073550;;NA;NA;0
018074831;;NA;NA;0
018076150;;NA;NA;0
018076197;929 Aleksanteri II, Venäjän keisari|948.0|948.0.07;929,;948.0;948.0.07;Undetermined;Suomen historia;Undetermined;3
018076216;929 Romanov|948.0;929;948.0;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;Suomen historia;2
018076447;;NA;NA;0
018077983;;NA;NA;0
018078238;;NA;NA;0
018078767;24|39;24;39;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018078911;24|39;24;39;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018078917;24|39;24;39;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018078958;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018078972;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018078977;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079004;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079038;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079050;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079059;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079063;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079081;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079969;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018079975;;NA;NA;0
018080406;;NA;NA;0
018082626;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018084230;39|24;39;24;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
018084265;39|355/359;39;355/359;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Sotataito. Sotatiede. Maanpuolustus;2
018084272;39|355/359;39;355/359;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Sotataito. Sotatiede. Maanpuolustus;2
018084289;39|355/359;39;355/359;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Sotataito. Sotatiede. Maanpuolustus;2
018085913;894.541|929 Bergelin, Gabriel;894.541;929,;Suomenkielinen kirjallisuus;Undetermined;2
018086085;39|24;39;24;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
018086296;894.541|39;894.541;39;Suomenkielinen kirjallisuus;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018086389;894.541|39;894.541;39;Suomenkielinen kirjallisuus;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018086909;630.2|633;630.2;633;Metsänhoito;Kasvinviljely ja tuotanto;2
018087032;34|948.0;34;948.0;Oikeus;Suomen historia;2
018087164;;NA;NA;0
018088296;39|24;39;24;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
018088328;39|24;39;24;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
018088515;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018088524;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018090767;13|39;13;39;Okkultismi. Salatieteet. Astrologia. Paranormaalit ilmiöt;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018090789;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
018092280;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018092283;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018092288;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018092347;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018092568;22.09|243;22.09;243;Undetermined;Lamalaisuus;2
018093600;;NA;NA;0
018096590;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018096598;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018096607;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018096612;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018096627;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018096685;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018097653;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018097674;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018098594;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018098844;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018098858;;NA;NA;0
018098861;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018100093;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018100127;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018100164;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018101036;;NA;NA;0
018102892;;NA;NA;0
018104218;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018104280;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018105453;39|894.541;39;894.541;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Suomenkielinen kirjallisuus;2
018105645;014.3|014.3:05:948.0|05|948.0;014.3;05;948.0;Undetermined;Kausijulkaisut. Aikakauslehdet. Sarjat;Suomen historia;3
018108307;;NA;NA;0
018110645;894.541|39;894.541;39;Suomenkielinen kirjallisuus;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018110658;902/904|908 Turku;902/904;908;Arkeologia. Esihistoria;Paikallishistoriat. Kotiseutu ;2
018110683;24|39;24;39;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
018112363;839.79|839.7;839.79;839.7;Suomenruotsalainen kirjallisuus;Ruotsinkielinen kirjallisuus;2
018113111;;NA;NA;0
018113121;;NA;NA;0
018118875;304;304;Yhteiskuntapolitiikka. Sosiaalipolitiikka ;1
018123767;57;57;Biologiset tieteet. Biologia;1
018123769;;NA;NA;0
018123792;34|613.8|364;34;613.8;364;Oikeus;Päihteet. Tupakointi. Alkoholinkäyttö. Huumeiden käyttö. Sukupuolielämä;Sosiaaliturva. Sosiaalihuolto. Sosiaalityö. Sosiaalipalvelut. Sosiaaliavustukset. Kansanterveys. Sairaalat ;3
018129434;882;882;Venäjänkielinen kirjallisuus;1
018134537;25|252|331.542;25;252;331.542;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;Mesopotamian uskonnot;Undetermined;3
018135247;894.541;894.541;Suomenkielinen kirjallisuus;1
018142847;378.4|378.4 Helsingin yliopisto|839.79|871|894.541|929 Nikolai I|948.0;378.4;839.79;871;894.541;929;948.0;Yliopistot;Suomenruotsalainen kirjallisuus;Undetermined;Suomenkielinen kirjallisuus;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;Suomen historia;6
018143162;061.5|656.2|656.2;061.5;656.2;Undetermined;Rautatiekuljetus. Raideliikenne;2
018143164;061.5|656.2|656.2;061.5;656.2;Undetermined;Rautatiekuljetus. Raideliikenne;2
018144266;26;26;Kristillinen kirkko. Kirkon hallinto. Kirkko ja yhteiskunta. Ekumenia. Liturgiikka. Sakramentit. Kristillinen kasvatus. Kristilliset järjestöt. Diakonia. Lähetystyö;1
018144995;;NA;NA;0
018145453;;NA;NA;0
018146205;;NA;NA;0
018146365;;NA;NA;0
018146528;894.541;894.541;Suomenkielinen kirjallisuus;1
005272850;39|29|29|39;39;29;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Uskontotiede. Mytologia. Ei-kristilliset uskonnot - mytologia ks. myös 39;2
005273730;894.541;894.541;Suomenkielinen kirjallisuus;1
005277266;929 Hohenthal;929;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;1
005279544;;NA;NA;0
005281977;;NA;NA;0
005284994;08;08;Moniaiheiset teokset. Kokoomateokset;1
005285225;;NA;NA;0
005287381;908 Pargas;908;Paikallishistoriat. Kotiseutu ;1
005289621;130.3|159.92|14|159.9;130.3;159.92;14;159.9;Henkisen elämän metafysiikka;Kehityspsykologia. Persoonallisuuden psykologia. Luovuus. Lahjakkuus. Älykkyys.;Filosofiset suuntaukset;Psykologia;4
005291861;;NA;NA;0
005297355;908 Viipurin lääni|948.0;908;948.0;Paikallishistoriat. Kotiseutu ;Suomen historia;2
005297572;930.25|284;930.25;284;Arkistotiede. Arkistot (sisältäen julkiset ja muut asiakirjat);Shīʿah. Šiialaisuus;2
005297727;839.7;839.7;Ruotsinkielinen kirjallisuus;1
005298068;332|355/359|908 Lappi|908 Pohjois-Pohjanmaa|908 Pohjois;332;355/359;908;908-;Aluetalous. Maa. Kiinteistöt ;Sotataito. Sotatiede. Maanpuolustus;Paikallishistoriat. Kotiseutu ;Undetermined;4
005298142;839.7|839.79;839.7;839.79;Ruotsinkielinen kirjallisuus;Suomenruotsalainen kirjallisuus;2
005298161;342|327|342.3|342.4;342;327;342.3;342.4;Julkisoikeus. Valtio-oikeus. Valtiosääntöoikeus. Perusoikeudet. Kansalaisoikeudet. Ihmisoikeudet ;Kansainväliset suhteet. Kansainvälinen politiikka. Ulkopolitiikka;Täydellinen valta. Suvereenisuus. Valtiomuodot. Hallitusmuodot;Perustuslait. Lakiasäätävät kokoukset. Kansalliskokoukset;4
005298207;22/28|38;22/28;38;Kristinusko. Kristillinen teologia.;Undetermined;2
005298586;839.79;839.79;Suomenruotsalainen kirjallisuus;1
005299341;;NA;NA;0
005299484;839.79;839.79;Suomenruotsalainen kirjallisuus;1
005300238;92 Tengström|929 Tengström;92;929;Henkilöhistorialliset tutkimukset. Sukututkimus. Heraldiikka. Liput;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;2
005300837;517.564|53;517.564;53;Undetermined;Fysiikka;2
005300991;;NA;NA;0
005300992;;NA;NA;0
005301736;839.79;839.79;Suomenruotsalainen kirjallisuus;1
005301779;621.1/.2;621.1/.2;Undetermined;1
005301842;;NA;NA;0
005301928;;NA;NA;0
005302079;;NA;NA;0
005302080;;NA;NA;0
005302374;;NA;NA;0
005302375;;NA;NA;0
005303002;839.79;839.79;Suomenruotsalainen kirjallisuus;1
