melinda_id	id2	field008_6	publication_status	original	publication_year
829543	829543|FCC003011698	s	Single known date/probable date	uuuu	NA
845318	845318|FCC000970693	s	Single known date/probable date	uuuu	NA
846794	846794|FCC005645928	u	Continuing resource status unknown	200u	NA
848180	848180|FCC000971404	q	Questionable date	uuuu	NA
848909	848909|FCC000971647	q	Questionable date	uuuu	NA
848963	848963|FCC000971674	q	Questionable date	uuuu	NA
848986	848986|FCC000971684	q	Questionable date	uuuu	NA
849006	849006|FCC000971689	q	Questionable date	uuuu	NA
849051	849051|FCC000971708	q	Questionable date	uuuu	NA
849203	849203|FCC000971734	q	Questionable date	uuuu	NA
849287	849287|FCC000971769	q	Questionable date	uuuu	NA
849364	849364|FCC000971801	q	Questionable date	uuuu	NA
849367	849367|FCC000971803	q	Questionable date	uuuu	NA
849400	849400|FCC000971810	q	Questionable date	uuuu	NA
849415	849415|FCC000971816	q	Questionable date	uuuu	NA
851352	851352|FCC000972266	q	Questionable date	uuuu	NA
859861	859861|FCC000491447	d	Continuing resource ceased publication	192u 1929	NA
862324	862324|FCC005840130	c	Continuing resource currently published	20xx 9999	NA
868505	868505|FCC000976226	s	Single known date/probable date	uuuu	NA
885707	885707|FCC000980293	c	Continuing resource currently published	19uu 9999	NA
885711	885711|FCC000980295	d	Continuing resource ceased publication	19uu 2008	NA
885713	885713|FCC000980296	c	Continuing resource currently published	19uu 9999	NA
885720	885720|FCC000980300	c	Continuing resource currently published	19uu 9999	NA
885722	885722|FCC000980301	c	Continuing resource currently published	19uu 9999	NA
885725	885725|FCC000980304	c	Continuing resource currently published	19uu 9999	NA
892481	892481|FCC006833792	s	Single known date/probable date	    	NA
896343	896343|FCC006612127	s	Single known date/probable date	uuuu	NA
896411	896411|FCC005662670	s	Single known date/probable date	    	NA
903231	903231|FCC005649103	d	Continuing resource ceased publication	200u 2008	NA
905720	905720|FCC005245415	c	Continuing resource currently published	199u 9999	NA
907542	907542|FCC005649872	q	Questionable date	200u	NA
913065	871159|913065|FCC005295176	d	Continuing resource ceased publication	200u 200u	NA
913395	FCC005651337|913395	c	Continuing resource currently published	199u 9999	NA
915283	915283|FCC005651771	u	Continuing resource status unknown	    	NA
915453	915453|FCC005651838	q	Questionable date	182u	NA
916359	831514|916359|FCC005652012	c	Continuing resource currently published	200u 9999	NA
922166	922166|FCC005615616	c	Continuing resource currently published	200u 9999	NA
922586	922586|FCC005661885	s	Single known date/probable date	    	NA
925086	925086|FCC005722409	s	Single known date/probable date	    	NA
925144	925144|FCC005722415	s	Single known date/probable date	    	NA
932947	932947|FCC005752652	c	Continuing resource currently published	200u 9999	NA
939775	939775|FCC005763672	c	Continuing resource currently published	199u 9999	NA
945416	945416|FCC005813701	c	Continuing resource currently published	200u 9999	NA
945883	945883|FCC006561359	s	Single known date/probable date	    	NA
952803	952803|FCC005775094	d	Continuing resource ceased publication	200u 2008	NA
954576	954576|FCC006031667	c	Continuing resource currently published	200u 9999	NA
960759	960759|FCC005845865	d	Continuing resource ceased publication	19uu 1913	NA
961848	FCC005851145|961848	d	Continuing resource ceased publication	1915 1900	NA
961923	961923|FCC005851996	d	Continuing resource ceased publication	191u 1963	NA
963307	963307|FCC005890307	c	Continuing resource currently published	199u 9999	NA
963330	963330|FCC005858579	d	Continuing resource ceased publication	19uu 1964	NA
964781	964781|FCC005864534	u	Continuing resource status unknown	19uu	NA
964817	964817|FCC005886694	d	Continuing resource ceased publication	1975 1900	NA
965624	965624|FCC005890279	s	Single known date/probable date	uuuu	NA
965632	965632|FCC005890282	s	Single known date/probable date	uuuu	NA
966772	966772|FCC005895806	d	Continuing resource ceased publication	18uu 19uu	NA
967874	967874|FCC005899446	c	Continuing resource currently published	197u 9999	NA
968448	968448|FCC005901723	d	Continuing resource ceased publication	200u 2011	NA
968769	968769|FCC005902638	c	Continuing resource currently published	200u 9999	NA
969501	969501|FCC005905460	c	Continuing resource currently published	200u 9999	NA
971269	971269|FCC005912928	u	Continuing resource status unknown	19uu	NA
971683	971683|FCC005914844	d	Continuing resource ceased publication	19uu 19uu	NA
974154	974154|FCC005923950	s	Single known date/probable date	    	NA
975504	975504|FCC005929447	d	Continuing resource ceased publication	20uu 2019	NA
975506	975506|FCC005929448	d	Continuing resource ceased publication	20uu 2019	NA
975916	975916|FCC005931635	d	Continuing resource ceased publication	200u 2007	NA
976747	976747|FCC005942514	r	Reprint/reissue date and original date	uuuu	NA
976896	FCC005936179|976896	d	Continuing resource ceased publication	201u 2012	NA
976903	976903|FCC005942515	r	Reprint/reissue date and original date	uuuu	NA
976908	976908|FCC005942516	r	Reprint/reissue date and original date	uuuu	NA
976951	976951|FCC005942519	r	Reprint/reissue date and original date	uuuu	NA
976952	976952|FCC005942520	r	Reprint/reissue date and original date	uuuu	NA
976955	976955|FCC005942521	r	Reprint/reissue date and original date	uuuu	NA
976962	976962|FCC005942522	r	Reprint/reissue date and original date	uuuu	NA
976963	976963|FCC005942523	r	Reprint/reissue date and original date	uuuu	NA
976965	976965|FCC005942524	r	Reprint/reissue date and original date	uuuu	NA
976998	976998|FCC005942525	r	Reprint/reissue date and original date	uuuu	NA
977001	977001|FCC005942526	r	Reprint/reissue date and original date	uuuu	NA
977015	977015|FCC005942527	r	Reprint/reissue date and original date	uuuu	NA
977017	977017|FCC005942528	r	Reprint/reissue date and original date	uuuu	NA
977021	977021|FCC005942549	r	Reprint/reissue date and original date	uuuu	NA
977029	977029|FCC005942552	r	Reprint/reissue date and original date	uuuu	NA
977032	977032|FCC005942553	r	Reprint/reissue date and original date	uuuu	NA
977035	977035|FCC005942555	r	Reprint/reissue date and original date	uuuu	NA
977052	977052|FCC005942556	r	Reprint/reissue date and original date	uuuu	NA
977054	977054|FCC005942558	r	Reprint/reissue date and original date	uuuu	NA
977226	977226|FCC005937718	r	Reprint/reissue date and original date	uuuu	NA
977273	977273|FCC005937749	r	Reprint/reissue date and original date	uuuu	NA
977620	977620|FCC005939511	r	Reprint/reissue date and original date	uuuu	NA
978424	978424|FCC005943091	q	Questionable date	200u	NA
978428	978428|FCC005943089	d	Continuing resource ceased publication	200u 2010	NA
979459	979459|FCC005948316	c	Continuing resource currently published	201u 9999	NA
982212	982212|FCC006612743	i	Inclusive dates of collection	200u 200u	NA
982545	982545|FCC005964637	s	Single known date/probable date	    	NA
982841	982841|FCC005965881	s	Single known date/probable date	    	NA
983953	FCC006002512|983953	s	Single known date/probable date	    	NA
984319	984319|FCC005979586	c	Continuing resource currently published	     9999	NA
987253	987253|FCC006003511	d	Continuing resource ceased publication	198u 2003	NA
990522	990522|FCC006005812	s	Single known date/probable date	    	NA
993562	993562|FCC006017792	d	Continuing resource ceased publication	19uu 2002	NA
993902	FCC006018913|993902	c	Continuing resource currently published	20uu 9999	NA
995455	995455|FCC006025452	c	Continuing resource currently published	200u 9999	NA
996900	996900|FCC006031668	c	Continuing resource currently published	200u 9999	NA
996950	996950|FCC006032078	c	Continuing resource currently published	200u 9999	NA
997647	997647|FCC006054208	c	Continuing resource currently published	200u 9999	NA
998015	998015|FCC006055608	c	Continuing resource currently published	200u 9999	NA
998031	998031|FCC006055815	c	Continuing resource currently published	200u 9999	NA
998033	998033|FCC006055817	c	Continuing resource currently published	200u 9999	NA
998084	998084|FCC006056006	c	Continuing resource currently published	200u 9999	NA
